HCPCS_CODE,HCPCS_DESCRIPTION,YEAR,NUMBER_OF_SUPPLIER_BENEFICIARIES,NUMBER_OF_SUPPLIER_CLAIMS
K0801,"Power operated vehicle, group 1 heavy duty, patient weight capacity 301 to 450 pounds",2015,0.0,44.0
K0802,"Power operated vehicle, group 1 very heavy duty, patient weight capacity 451 to 600 pounds",2015,0.0,11.0
K0813,"Power wheelchair, group 1 standard, portable, sling/solid seat and back, patient weight capacity up to and including 300 pounds",2013,0.0,12.0
K0813,"Power wheelchair, group 1 standard, portable, sling/solid seat and back, patient weight capacity up to and including 300 pounds",2014,0.0,12.0
K0814,"Power wheelchair, group 1 standard, portable, captains chair, patient weight capacity up to and including 300 pounds",2013,0.0,921.0
K0814,"Power wheelchair, group 1 standard, portable, captains chair, patient weight capacity up to and including 300 pounds",2014,0.0,289.0
K0814,"Power wheelchair, group 1 standard, portable, captains chair, patient weight capacity up to and including 300 pounds",2015,0.0,46.0
K0815,"Power wheelchair, group 1 standard, sling/solid seat and back, patient weight capacity up to and including 300 pounds",2013,0.0,44.0
K0815,"Power wheelchair, group 1 standard, sling/solid seat and back, patient weight capacity up to and including 300 pounds",2014,0.0,337.0
K0815,"Power wheelchair, group 1 standard, sling/solid seat and back, patient weight capacity up to and including 300 pounds",2015,0.0,119.0
K0816,"Power wheelchair, group 1 standard, captains chair, patient weight capacity up to and including 300 pounds",2013,0.0,599.0
K0816,"Power wheelchair, group 1 standard, captains chair, patient weight capacity up to and including 300 pounds",2014,52.0,8863.0
K0816,"Power wheelchair, group 1 standard, captains chair, patient weight capacity up to and including 300 pounds",2015,147.0,11258.0
K0820,"Power wheelchair, group 2 standard, portable, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2014,0.0,154.0
K0820,"Power wheelchair, group 2 standard, portable, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2015,0.0,100.0
K0821,"Power wheelchair, group 2 standard, portable, captains chair, patient weight capacity up to and including 300 pounds",2013,33.0,373.0
K0821,"Power wheelchair, group 2 standard, portable, captains chair, patient weight capacity up to and including 300 pounds",2014,153.0,5304.0
K0821,"Power wheelchair, group 2 standard, portable, captains chair, patient weight capacity up to and including 300 pounds",2015,248.0,7144.0
K0822,"Power wheelchair, group 2 standard, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2013,250.0,16829.0
K0822,"Power wheelchair, group 2 standard, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2014,58.0,9188.0
K0822,"Power wheelchair, group 2 standard, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2015,0.0,8124.0
K0823,"Power wheelchair, group 2 standard, captains chair, patient weight capacity up to and including 300 pounds",2013,2481.0,250023.0
K0823,"Power wheelchair, group 2 standard, captains chair, patient weight capacity up to and including 300 pounds",2014,1022.0,99576.0
K0823,"Power wheelchair, group 2 standard, captains chair, patient weight capacity up to and including 300 pounds",2015,1081.0,105784.0
K0824,"Power wheelchair, group 2 heavy duty, sling/solid seat/back, patient weight capacity 301 to 450 pounds",2013,0.0,987.0
K0824,"Power wheelchair, group 2 heavy duty, sling/solid seat/back, patient weight capacity 301 to 450 pounds",2014,0.0,845.0
K0824,"Power wheelchair, group 2 heavy duty, sling/solid seat/back, patient weight capacity 301 to 450 pounds",2015,0.0,876.0
K0825,"Power wheelchair, group 2 heavy duty, captains chair, patient weight capacity 301 to 450 pounds",2013,42.0,15341.0
K0825,"Power wheelchair, group 2 heavy duty, captains chair, patient weight capacity 301 to 450 pounds",2014,41.0,9762.0
K0825,"Power wheelchair, group 2 heavy duty, captains chair, patient weight capacity 301 to 450 pounds",2015,25.0,11658.0
K0826,"Power wheelchair, group 2 very heavy duty, sling/solid seat/back, patient weight capacity 451 to 600 pounds",2013,0.0,82.0
K0826,"Power wheelchair, group 2 very heavy duty, sling/solid seat/back, patient weight capacity 451 to 600 pounds",2014,0.0,106.0
K0826,"Power wheelchair, group 2 very heavy duty, sling/solid seat/back, patient weight capacity 451 to 600 pounds",2015,0.0,127.0
K0827,"Power wheelchair, group 2 very heavy duty, captains chair, patient weight capacity 451 to 600 pounds",2013,0.0,434.0
K0827,"Power wheelchair, group 2 very heavy duty, captains chair, patient weight capacity 451 to 600 pounds",2014,0.0,502.0
K0827,"Power wheelchair, group 2 very heavy duty, captains chair, patient weight capacity 451 to 600 pounds",2015,0.0,529.0
K0829,"Power wheelchair, group 2 extra heavy duty, captains chair, patient weight 601 pounds or more",2013,0.0,23.0
K0835,"Power wheelchair, group 2 standard, single power option, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2013,0.0,102.0
K0835,"Power wheelchair, group 2 standard, single power option, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2014,11.0,137.0
K0835,"Power wheelchair, group 2 standard, single power option, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2015,0.0,103.0
K0836,"Power wheelchair, group 2 standard, single power option, captains chair, patient weight capacity up to and including 300 pounds",2013,0.0,23.0
K0837,"Power wheelchair, group 2 heavy duty, single power option, sling/solid seat/back, patient weight capacity 301 to 450 pounds",2013,0.0,11.0
K0837,"Power wheelchair, group 2 heavy duty, single power option, sling/solid seat/back, patient weight capacity 301 to 450 pounds",2015,0.0,11.0
K0839,"Power wheelchair, group 2 very heavy duty, single power option sling/solid seat/back, patient weight capacity 451 to 600 pounds",2014,0.0,11.0
K0843,"Power wheelchair, group 2 heavy duty, multiple power option, sling/solid seat/back, patient weight capacity 301 to 450 pounds",2013,0.0,11.0
K0848,"Power wheelchair, group 3 standard, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2013,0.0,35.0
K0848,"Power wheelchair, group 3 standard, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2014,0.0,69.0
K0848,"Power wheelchair, group 3 standard, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2015,0.0,61.0
K0849,"Power wheelchair, group 3 standard, captains chair, patient weight capacity up to and including 300 pounds",2013,34.0,111.0
K0849,"Power wheelchair, group 3 standard, captains chair, patient weight capacity up to and including 300 pounds",2014,19.0,30.0
K0849,"Power wheelchair, group 3 standard, captains chair, patient weight capacity up to and including 300 pounds",2015,23.0,23.0
K0850,"Power wheelchair, group 3 heavy duty, sling/solid seat/back, patient weight capacity 301 to 450 pounds",2013,0.0,12.0
K0851,"Power wheelchair, group 3 heavy duty, captains chair, patient weight capacity 301 to 450 pounds",2013,0.0,12.0
K0851,"Power wheelchair, group 3 heavy duty, captains chair, patient weight capacity 301 to 450 pounds",2014,0.0,22.0
K0853,"Power wheelchair, group 3 very heavy duty, captains chair, patient weight capacity 451 to 600 pounds",2014,0.0,22.0
K0854,"Power wheelchair, group 3 extra heavy duty, sling/solid seat/back, patient weight capacity 601 pounds or more",2013,0.0,11.0
K0856,"Power wheelchair, group 3 standard, single power option, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2013,14.0,41.0
K0856,"Power wheelchair, group 3 standard, single power option, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2014,25.0,72.0
K0856,"Power wheelchair, group 3 standard, single power option, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2015,13.0,123.0
K0858,"Power wheelchair, group 3 heavy duty, single power option, sling/solid seat/back, patient weight 301 to 450 pounds",2015,0.0,11.0
K0861,"Power wheelchair, group 3 standard, multiple power option, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2013,310.0,404.0
K0861,"Power wheelchair, group 3 standard, multiple power option, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2014,375.0,412.0
K0861,"Power wheelchair, group 3 standard, multiple power option, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2015,466.0,672.0
K0862,"Power wheelchair, group 3 heavy duty, multiple power option, sling/solid seat/back, patient weight capacity 301 to 450 pounds",2013,0.0,24.0
K0862,"Power wheelchair, group 3 heavy duty, multiple power option, sling/solid seat/back, patient weight capacity 301 to 450 pounds",2014,0.0,12.0
K0901,"Knee orthosis (ko), single upright, thigh and calf, with adjustable flexion and extension joint (unicentric or polycentric), medial-lateral and rotation control, with or without varus/valgus adjustment, prefabricated, off-the-shelf",2014,281.0,311.0
K0901,"Knee orthosis (ko), single upright, thigh and calf, with adjustable flexion and extension joint (unicentric or polycentric), medial-lateral and rotation control, with or without varus/valgus adjustment, prefabricated, off-the-shelf",2015,6617.0,7058.0
K0902,"Knee orthosis (ko), double upright, thigh and calf, with adjustable flexion and extension joint (unicentric or polycentric), medial-lateral and rotation control, with or without varus/valgus adjustment, prefabricated, off-the-shelf",2014,49.0,53.0
K0902,"Knee orthosis (ko), double upright, thigh and calf, with adjustable flexion and extension joint (unicentric or polycentric), medial-lateral and rotation control, with or without varus/valgus adjustment, prefabricated, off-the-shelf",2015,1044.0,1145.0
L0120,"Cervical, flexible, non-adjustable (foam collar)",2013,2950.0,3063.0
L0120,"Cervical, flexible, non-adjustable, prefabricated, off-the-shelf (foam collar)",2014,2845.0,2925.0
L0120,"Cervical, flexible, non-adjustable, prefabricated, off-the-shelf (foam collar)",2015,3193.0,3337.0
L0130,"Cervical, flexible, thermoplastic collar, molded to patient",2014,11.0,11.0
L0130,"Cervical, flexible, thermoplastic collar, molded to patient",2015,55.0,57.0
L0140,"Cervical, semi-rigid, adjustable (plastic collar)",2015,90.0,90.0
L0150,"Cervical, semi-rigid, adjustable molded chin cup (plastic collar with mandibular/occipital piece)",2013,34.0,34.0
L0150,"Cervical, semi-rigid, adjustable molded chin cup (plastic collar with mandibular/occipital piece)",2014,25.0,25.0
L0150,"Cervical, semi-rigid, adjustable molded chin cup (plastic collar with mandibular/occipital piece)",2015,135.0,136.0
L0160,"Cervical, semi-rigid, wire frame occipital/mandibular support, prefabricated, off-the-shelf",2015,24.0,24.0
L0172,"Cervical, collar, semi-rigid thermoplastic foam, two piece",2013,1028.0,1050.0
L0172,"Cervical, collar, semi-rigid thermoplastic foam, two-piece, prefabricated, off-the-shelf",2014,983.0,1005.0
L0172,"Cervical, collar, semi-rigid thermoplastic foam, two-piece, prefabricated, off-the-shelf",2015,921.0,929.0
L0174,"Cervical, collar, semi-rigid, thermoplastic foam, two piece with thoracic extension",2013,3348.0,3385.0
L0174,"Cervical, collar, semi-rigid, thermoplastic foam, two piece with thoracic extension, prefabricated, off-the-shelf",2014,2595.0,2624.0
L0174,"Cervical, collar, semi-rigid, thermoplastic foam, two piece with thoracic extension, prefabricated, off-the-shelf",2015,3035.0,3107.0
L0180,"Cervical, multiple post collar, occipital/mandibular supports, adjustable",2013,405.0,406.0
L0180,"Cervical, multiple post collar, occipital/mandibular supports, adjustable",2014,1153.0,1155.0
L0180,"Cervical, multiple post collar, occipital/mandibular supports, adjustable",2015,1532.0,1544.0
L0190,"Cervical, multiple post collar, occipital/mandibular supports, adjustable cervical bars (somi, guilford, taylor types)",2013,39.0,39.0
L0190,"Cervical, multiple post collar, occipital/mandibular supports, adjustable cervical bars (somi, guilford, taylor types)",2014,26.0,26.0
L0200,"Cervical, multiple post collar, occipital/mandibular supports, adjustable cervical bars, and thoracic extension",2014,12.0,12.0
L0200,"Cervical, multiple post collar, occipital/mandibular supports, adjustable cervical bars, and thoracic extension",2015,13.0,13.0
L0220,"Thoracic, rib belt, custom fabricated",2013,25.0,25.0
L0220,"Thoracic, rib belt, custom fabricated",2014,16.0,16.0
L0450,"Tlso, flexible, provides trunk support, upper thoracic region, produces intracavitary pressure to reduce load on the intervertebral disks with rigid stays or panel(s), includes shoulder straps and closures, prefabricated, includes fitting and adjustment",2013,19.0,19.0
L0450,"Tlso, flexible, provides trunk support, upper thoracic region, produces intracavitary pressure to reduce load on the intervertebral disks with rigid stays or panel(s), includes shoulder straps and closures, prefabricated, off-the-shelf",2014,30.0,30.0
L0454,"Tlso flexible, provides trunk support, extends from sacrococcygeal junction to above t-9 vertebra, restricts gross trunk motion in the sagittal plane, produces intracavitary pressure to reduce load on the intervertebral disks with rigid stays or panel(s),",2015,19.0,19.0
L0455,"Tlso, flexible, provides trunk support, extends from sacrococcygeal junction to above t-9 vertebra, restricts gross trunk motion in the  sagittal plane, produces intracavitary pressure to reduce load on the intervertebral disks with rigid stays or panel(s)",2015,11.0,11.0
L0456,"Tlso, flexible, provides trunk support, thoracic region, rigid posterior panel and soft anterior apron, extends from the sacrococcygeal junction and terminates just inferior to the scapular spine, restricts gross trunk motion in the sagittal plane, produce",2013,790.0,792.0
L0456,"Tlso, flexible, provides trunk support, thoracic region, rigid posterior panel and soft anterior apron, extends from the sacrococcygeal junction and terminates just inferior to the scapular spine, restricts gross trunk motion in the sagittal plane, produce",2014,611.0,622.0
L0456,"Tlso, flexible, provides trunk support, thoracic region, rigid posterior panel and soft anterior apron, extends from the sacrococcygeal junction and terminates just inferior to the scapular spine, restricts gross trunk motion in the sagittal plane, produce",2015,552.0,563.0
L0457,"Tlso, flexible, provides trunk support, thoracic region, rigid posterior panel and soft anterior apron, extends from the sacrococcygeal junction and terminates just inferior to the scapular spine, restricts gross trunk motion in the sagittal plane, produce",2014,90.0,90.0
L0457,"Tlso, flexible, provides trunk support, thoracic region, rigid posterior panel and soft anterior apron, extends from the sacrococcygeal junction and terminates just inferior to the scapular spine, restricts gross trunk motion in the sagittal plane, produce",2015,283.0,283.0
L0458,"Tlso, triplanar control, modular segmented spinal system, two rigid plastic shells, posterior extends from the sacrococcygeal junction and terminates just inferior to the scapular spine, anterior extends from the symphysis pubis to the xiphoid, soft liner,",2013,27.0,27.0
L0458,"Tlso, triplanar control, modular segmented spinal system, two rigid plastic shells, posterior extends from the sacrococcygeal junction and terminates just inferior to the scapular spine, anterior extends from the symphysis pubis to the xiphoid, soft liner,",2015,11.0,11.0
L0460,"Tlso, triplanar control, modular segmented spinal system, two rigid plastic shells, posterior extends from the sacrococcygeal junction and terminates just inferior to the scapular spine, anterior extends from the symphysis pubis to the sternal notch, soft",2013,203.0,203.0
L0460,"Tlso, triplanar control, modular segmented spinal system, two rigid plastic shells, posterior extends from the sacrococcygeal junction and terminates just inferior to the scapular spine, anterior extends from the symphysis pubis to the sternal notch, soft",2014,145.0,145.0
